timestamp,request_id,endpoint,status_code,latency_ms,phase,ground_truth_drift,drift_evaluated,warning_alert,critical_alert,adaptive_alert,fixed_alert,vote_ratio,psi_component,ks_component,prediction_component,score,threshold,error
1772864706.188365,680a0a236f406389c9251614,/score,200,6.1502,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.188640,2ee672b1f87a10c460edd277,/score,200,6.0030,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.192244,930626559f2cb904fd3466a3,/score,200,6.2075,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.192641,d47f54e050bc6ee2938a89a4,/score,200,6.4224,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.192854,4fca51b1b3dab0f7c97a3512,/detect_drift,200,6.3100,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.993731,0.880000,
1772864706.194772,f6aa33125f9900a5a51c342c,/score,200,6.3957,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.195105,486fb569673c12662ac56a17,/score,200,6.4546,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.198201,74aa51488aa5fa1593c8df2e,/detect_drift,200,5.9459,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.485405,0.880000,
1772864706.198504,a80315a477a6f527783efc02,/predict,200,5.8520,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.198844,b2aca96750b49c5d85fec414,/score,200,5.9800,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.201106,35f629b77b19c981e77341b1,/score,200,6.3174,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.201452,fb41fa3ec59f4c87f951b71d,/predict,200,6.3348,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.204795,64694dbb135fc207bc2bca80,/score,200,6.5826,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.205102,da197ed287035cf80893805d,/score,200,6.2474,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.205442,6c68f00d5a4b45e81f9c7b39,/score,200,6.9278,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.207479,1d83e5df844c47cbb9c4fe7b,/score,200,6.3518,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.207803,38e29974c44e8fca86ee315b,/score,200,6.3380,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.211108,c8e4b15c923a3384b74612d4,/score,200,6.3017,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.211297,2121048d63c5e5abe0036d73,/score,200,5.8434,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.211611,6fdc99f9d511338e5df825a0,/score,200,6.4979,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.213336,c2dccf53448a5550467561d1,/score,200,5.8427,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.213631,b3c95c8715e2947e9f371633,/score,200,5.8160,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1772864706.217183,70187b3dc48d1875c5020023,/detect_drift,200,6.0618,normal,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.991735,0.880000,
